vua_ID,vua_title,vua_hoten,vua_tuochieu,vua_chucvi,vua_ngaysinh,vua_ngaymat,trieudai_ID,vua_thongtin
115,Trịnh Tông,Trịnh Khải,,Chúa Trịnh thứ 10,10/10/1763,23/07/1786,11,"Đoan Nam Vương Trịnh Tông (chữ Hán: 鄭棕; 10 tháng 10 năm 1763 - 23 tháng 7 năm 1786), còn có tên khác là Trịnh Khải (鄭楷) là vị chúa Trịnh thứ 10 thời Lê Trung Hưng trong lịch sử Việt Nam, cầm quyền từ năm 1782 tới năm 1786, ở giai đoạn tan rã của tập đoàn phong kiến họ Trịnh.| Trịnh Tông là con trai trưởng của Thánh Tổ Thịnh vương Trịnh Sâm, mẹ là bà Dương Thị Ngọc Hoan. Từ lúc trẻ, ông đã không được cha mình thương yêu và bị Tuyên phi Đặng Thị Huệ tìm cớ hãm hại. Trong vụ án năm Canh Tý, Trịnh Tông bị truất ngôi làm con út, nhường lại chức thế tử cho Trịnh Cán là con của Tuyên phi. Tuy nhiên vào tháng 10 ÂL năm 1782, không lâu sau khi Trịnh Sâm mất, lính tam phủ cùng nhau nổi dậy tôn phò Trịnh Tông lên giữ ngôi chúa mà truất ngôi của Trịnh Cán.| Kiêu binh hai xứ Thanh, Nghệ do có công phò Trịnh vương nên rất đắc chí, lộng hành ngang ngược không kiêng kị gì cả khiến triều cương hỗn loạn, thế nước suy yếu. Năm 1786, tướng Tây Sơn là Nguyễn Huệ (vua Quang Trung) lấy danh nghĩa phù Lê xuất quân bắc phạt; Trịnh Tông không chống lại được rồi bị bắt và tự tử; bắt đầu cho mấy năm biến động liên tiếp trên chính trường Bắc Hà cho tới mùa xuân năm 1789."
116,Trịnh Bồng,Trịnh Bồng,,Chúa Trịnh thứ 11,25/08/1749,13/02/1791,11,"Án Đô vương Trịnh Bồng (chữ Hán: 鄭槰; 25 tháng 8 năm 1749 - 13 tháng 2 năm 1791), là vị chúa Trịnh thứ 11 thời Lê Trung hưng và cũng là vị chúa Trịnh cuối cùng trong lịch sử Việt Nam."
117,Trịnh Kiều,Trịnh Kiều,,Thế tử,1601,1642,9,"Sùng Nghĩa vương Trịnh Kiều (崇義王鄭橋, 1601 - 1642) là Thế tử của phủ chúa Trịnh dưới thời nhà Lê Trung Hưng trong lịch sử Việt Nam."
118,Trịnh Vịnh,Trịnh Vịnh,,Vương Thế tử,1654,1683,,"Trịnh Vịnh (chữ Hán: 鄭栐, 1654 - 1683) là vương thế tử của chúa Trịnh Căn đời Lê trung hưng trong lịch sử Việt Nam, tuy nhiên ông qua đời trước khi được truyền ngôi.| Ông là con trai trưởng của Trịnh Căn, mẹ là bà Thuận phi Ngô Ngọc Quyền, người làng Mĩ Cốt, huyện Lôi Dương.| Ông chào đời vào ngày 30 tháng 9 ÂL (tức 8 tháng 11) năm 1654 dưới triều vua Lê Thần Tông. Khi đó ông cố của ông là Thanh Đô vương Trịnh Tráng còn tại thế. Năm 1667, dưới thời tổ phụ là Tây Định vương Trịnh Tạc, Trịnh Vịnh được thăng chức Phó đô tướng Đô đốc Đồng Tri, Lương quận công mở dinh Tả khuông quân. Năm 1674, Trịnh Vịnh mới 24 tuổi thăng chức Tả đô đốc rồi lại thăng chức Thiếu phó. Nhà chúa cử đại thần Nguyễn Hy Quang dạy dỗ cho ông.| Ngày 23 tháng 8 ÂL năm Đức Nguyên thứ năm đời Lê Hi Tông (13 tháng 10 năm 1683), một năm sau khi phụ thân là Định Nam vương Trịnh Căn lên nối nghiệp, Trịnh Vịnh quy thiên; được truy tặng Thái phó tiến phong Quốc tể Du nhân Vĩ tượng Thủy hựu Đốc dự Địch phúc Tích công Chiêu tiền Hiển hậu Lương công, sau truy là Lương Mục vương, thụy là Đôn Chính, lăng đặt ở Cổ Biện thuộc huyện Nông Cống."
119,Trịnh Bính,Trịnh Bính,,Thế tử,30/06/1670,03/02/1703,,"Trịnh Bính (30 tháng 6 năm 1670 - 3 tháng 2 năm 1703) là một thế tử trong phủ chúa Trịnh dưới thời Lê Trung Hưng trong lịch sử Việt Nam, tuy nhiên đã qua đời trước khi được truyền ngôi chúa Trịnh."
120,Nguyễn Nhạc,Nguyễn Văn Nhạc,Thái Đức,Hoàng đế đầu tiên,1743,1793,12,"Nguyễn Nhạc (chữ Hán: 阮岳; 1743 – 1793) hay còn gọi là Nguyễn Văn Nhạc, là vị hoàng đế sáng lập ra Nhà Tây Sơn, ở ngôi hoàng đế từ năm 1778 đến năm 1793, lấy niên hiệu là Thái Đức (泰德) thường gọi là Thái Đức Đế (泰德帝). | Nguyễn Văn Nhạc và hai người em trai của ông, được biết với tên gọi Anh em Tây Sơn, là những lãnh đạo của cuộc khởi nghĩa Tây Sơn đã chấm dứt cuộc nội chiến kéo dài giữa hai tập đoàn phong kiến Trịnh ở phía Bắc và Nguyễn ở phía Nam, lật đổ hai tập đoàn này cùng Nhà Hậu Lê.| Song ông không có ý muốn thống nhất đất nước khi đã tiêu diệt Chúa Trịnh ở phía bắc mà lên ngôi hoàng đế khi đất nước chưa thống nhất. Về sau, ông đã bị lu mờ trước người đã tiếp tục lãnh đạo phong trào Tây Sơn trong công cuộc thống nhất đất nước đó chính là em trai ông, Nguyễn Huệ. Quyền lực của em trai Nguyễn Huệ ngày càng vượt hơn anh, ông đành chấp nhận giao lại quyền lãnh đạo cho em trai là Nguyễn Huệ, còn ông lui về ở tại thành Quy Nhơn. Năm 1793, các tướng của vua cháu Quang Toản đã tịch biên gia sản của ông trong thành Quy Nhơn, Nguyễn Nhạc đang ốm nặng, nghe tin thì tức giận mà qua đời."
121,Quang Trung,Nguyễn Huệ,,Hoàng đế thứ 2,1753,16/09/1792,12,"Quang Trung (1753 – 16 tháng 9 năm 1792), tước hiệu khi chưa lên ngôi là Bắc Bình Vương, tên thuở nhỏ là Thơm (hay Hồ Thơm), quê gốc Nghệ An sau đổi tên thành Nguyễn Huệ (阮惠), là một nhà chính trị, nhà quân sự người Việt Nam, vị hoàng đế thứ 2 của Nhà Tây Sơn, sau khi Thái Đức Hoàng đế Nguyễn Nhạc thoái vị và nhường ngôi cho ông.| Nguyễn Huệ và 2 người anh em của ông, được biết đến với tên gọi Tây Sơn tam kiệt, là những lãnh đạo của cuộc khởi nghĩa Tây Sơn đã chấm dứt cuộc nội chiến Trịnh – Nguyễn phân tranh giữa hai tập đoàn phong kiến Trịnh ở phía bắc và Nguyễn ở phía nam, lật đổ hai tập đoàn này cùng Nhà Hậu Lê, chấm dứt tình trạng phân biệt Đàng Trong – Đàng Ngoài kéo dài suốt 2 thế kỷ. Ngoài ra, Quang Trung còn là người đánh bại các cuộc xâm lược Đại Việt của Xiêm La từ phía nam, của Đại Thanh từ phía bắc. Bản thân ông đã cầm quân chiến đấu từ năm 18 tuổi, trong 20 năm liền đã trải qua hàng chục trận đánh lớn, và chưa thua một trận nào.| Nhà sử học Phan Huy Lê đã đánh giá ""Quang Trung không chỉ là một nhà quân sự lỗi lạc mà còn là một nhà chính trị có biệt tài"" Với nhãn quan tiến bộ, chỉ trong 3 năm, ông đã liên tiếp đề ra nhiều kế hoạch cải cách tiến bộ trong kinh tế, văn hóa, giáo dục, quân sự,... nhằm xây dựng đất nước và tiếp thu khoa học kỹ thuật hiện đại từ phương Tây. Về nhân sự, ông đã xuống chiếu cầu hiền và trọng dụng nhiều nhân tài như Ngô Thì Nhậm, Phan Huy Ích, Nguyễn Thiệp, Nguyễn Huy Lượng,... Về quân sự, ông cho xây dựng quân đội trang bị hiện đại. Về kinh tế, ông cải cách chế độ đinh điền và ruộng đất, khuyến khích thủ công nghiệp, mở rộng ngoại thương với phương Tây. Về giáo dục, ông cải tiến thi cử theo hướng thiết thực và ban hành chính sách khuyến học, khuyến khích dùng chữ Nôm thuần Việt thay cho chữ Hán, sắp xếp lại chùa chiền dư thừa và bài trừ mê tín dị đoan. Giới sử học đánh giá rất cao những cải cách này bởi chúng mang xu hướng rất tiến bộ và vượt trên các nước châu Á đương thời, có thể đưa đất nước thoát khỏi sự trì trệ đã kéo dài trên 100 năm của chế độ phong kiến thời Trịnh – Nguyễn. Đến tận mãi sau này (1822), Hoa kiều từng sống ở Huế dưới thời Tây Sơn vẫn còn hoài niệm về sự cai trị của Nguyễn Huệ, họ nhận xét với thương gia người Anh cho rằng Quang Trung cai trị ôn hòa và công bằng hơn các vua nhà Nguyễn (Gia Long và Minh Mạng) (xem chi tiết tại những cải cách tiến bộ của vua Quang Trung).| Cuộc đời hoạt động của Nguyễn Huệ đã đóng góp quyết định vào sự nghiệp thống nhất đất nước của triều đại Tây Sơn Sau 20 năm liên tục chinh chiến và 3 năm trị nước, khi tình hình đất nước bắt đầu có chuyển biến tốt thì Quang Trung đột ngột qua đời ở tuổi 39. Sau cái chết của ông, Nhà Tây Sơn suy yếu nhanh chóng. Người kế vị ông là Quang Toản vẫn còn quá nhỏ (9 tuổi) nên không đủ khả năng để lãnh đạo Đại Việt, triều đình lâm vào mâu thuẫn nội bộ và đã thất bại trong việc tiếp tục chống lại Nguyễn Ánh.| Nguyễn Huệ được Bộ Văn hóa, Thể thao và Du lịch liệt kê vào danh sách 14 vị Anh hùng dân tộc tiêu biểu của Việt Nam. Nhiều trường học và đường phố ở các địa phương được đặt các tên Quang Trung và Nguyễn Huệ."
122,Nguyễn Quang Toản,Nguyễn Quang Toản,Cảnh Thịnh và Bảo Hưng,Hoàng đế thứ 3,1783,1802,12,"Nguyễn Quang Toản  (chữ Hán: 阮光纘, 1783 – 1802), là vị hoàng đế thứ 3 và cuối cùng của Vương triều Tây Sơn trong lịch sử Việt Nam. Ông là con trai của vua Quang Trung (Nguyễn Huệ), lên ngôi sau khi Nguyễn Huệ mất vào ngày 16 tháng 9 năm 1792 khi mới 10 tuổi. Trong thời gian trị vì, ông đã đặt 2 niên hiệu là Cảnh Thịnh và Bảo Hưng.| Quang Toản sau khi lên ngôi vì quá nhỏ tuổi, không có kinh nghiệm cai quản triều chính nên đã bị cậu ruột là Thái sư Bùi Đắc Tuyên chuyên quyền thâu tóm triều chính. Nội bộ Tây Sơn cũng từ đó mà lục đục, suy yếu, các tướng lĩnh tranh chấp quyền hành giết hại lẫn nhau. Nhân lúc Tây Sơn suy yếu, chúa Nguyễn ở Gia Định thừa cơ bắc phạt, sau 10 năm thì khôi phục sơn hà Đàng Trong, vua tôi Tây Sơn chạy ra miền bắc. Năm 1802, quân nhà Nguyễn tiến ra Bắc Hà, Cảnh Thịnh cùng triều đình đều bị bắt và đưa về xử lăng trì tại Huế. Cái chết của ông cũng đánh dấu sự chấm hết của nhà Tây Sơn."
123,Nguyễn Hoàng,Nguyễn Thái Tổ,,Chúa Nguyễn đầu tiên,28/08/1525,20/07/1613,13,"Nguyễn Hoàng (chữ Hán: 阮潢; 28 tháng 8, 1525 – 20 tháng 7 năm 1613) hay Nguyễn Thái Tổ, Chúa Tiên, Quốc chúa là vị Chúa Nguyễn đầu tiên ,người đặt nền móng cho Nguyễn Phúc tộc và triều đại nhà Nguyễn (1558 - 1945). Ông quê ở Phủ Ti, huyện Cù Lao, phủ Hạ, xứ Cù Lao, ngày nay thuộc địa phận xã Tân Tân, huyện Ba Tri, tỉnh Bến Tre. Ông nội (Nguyễn Văn Lưu) và cha ông (Nguyễn Kim) là những trọng thần của triều đình nhà Hậu Lê. Sau cái chết của cha ông là Nguyễn Kim, người anh rể là Trịnh Kiểm nắm giữ quyền hành đã giết chết anh trai ông là Nguyễn Uông, Nguyễn Hoàng nhờ chị gái Nguyễn Thị Ngọc Bảo xin Trịnh Kiểm cho mình vào trấn thủ Thuận Hóa, Trịnh Kiểm chấp thuận.| Vào năm 1558, ông cùng với con em Thanh Nghệ tiến vào đất Thuận Hóa đóng ở xã Ái Tử (sau gọi là kho Cây Khế), thuộc huyện Đăng Xương, tỉnh Quảng Trị. Năm 1559, ông được vua Lê Anh Tông cho trấn thủ đất Thuận Hóa, Quảng Nam. Năm 1593, Nguyễn Hoàng đem quân ra Bắc giúp họ Trịnh đánh dẹp, lập nhiều công lao. Trịnh Tùng vẫn ngầm ghen ghét, tìm cách giữ Nguyễn Hoàng lại, không cho về Thuận Hóa. Năm 1600, Nguyễn Hoàng giả cách nói đi dẹp loạn, rồi tự dẫn binh về Thuận Hóa. Từ đấy Nam Bắc phân biệt cho tới mãi về sau, bề ngoài thì làm ra bộ là hòa hiếu,nhưng bề trong thì vẫn lo việc phòng bị để chống cự với nhau.| Nguyễn Hoàng đã có những chính sách hiệu quả để phát triển vùng đất của mình và mở rộng lãnh thổ hơn nữa về phía Nam. Các chúa Nguyễn cho quân đội đặt bia chủ quyền tại Hoàng Sa  và Trường Sa, cho hạm đội thủy quân chúa Nguyễn thu thuế các tàu của nước ngoài đi qua biển Đông Việt Nam để có tiền mua trang bị, vũ khí, sát thép để chế tạo tàu chiến, vũ khí cho quân đội chúa Nguyễn để tiếp tục chống nhau với chúa Trịnh hùng mạnh ở phía bắc và Chăm Pa ở phía nam. Các vị đế, vương hậu duệ của ông tiếp tục chính sách mở mang này, sáp nhập vùng đất Chăm Pa vào lãnh thổ Đàng Trong và đã tiếp tục chống nhau với họ Trịnh bất phân thắng bại trong nhiều năm, cuối cùng họ Nguyễn đã hoàn thành việc thống nhất đất nước từ Nam đến Bắc ở đất liền, khởi đầu từ niên hiệu Gia Long đặt quốc hiệu Việt Nam, đến thời Minh Mạng tiếp tục mở rộng lãnh thổ Việt Nam lên gấp đôi, sáp nhập vùng đất Campuchia vào Việt Nam, mở rộng sáp nhập vùng Trung Lào và Nam Lào vào lãnh thổ Việt Nam, thu phục Nam Bàn, chư hầu thuộc lãnh thổ Việt Nam, thu phục thêm 12 xứ Mường phụ thuộc châu Hưng Hóa Việt Nam, đời sau tiếp tục mở rộng lãnh thổ và thống nhất Việt Nam.| Nguyễn Hoàng chính là vị quân chủ có tuổi thọ cao nhất trong các vị quân chủ của Việt Nam nếu tính cả vua lẫn chúa (ngài thọ 88 tuổi từ năm 1525-1613), còn nếu chỉ tính vua mà không tính chúa thì vua Bảo Đại là vị vua có tuổi thọ cao nhất với 84 tuổi từ năm 1913-1997."
124,Nguyễn Phúc Nguyên,Nguyễn Hy Tông,,Chúa Nguyễn thứ 2,16/08/1563,19/11/1635,13,"Nguyễn Phúc Nguyên (chữ Hán: 阮福源; 16 tháng 8 năm 1563 – 19 tháng 11 năm 1635) hay Nguyễn Hy Tông, Nguyễn Tuyên Tổ, là vị chúa Nguyễn thứ hai của chính quyền Đàng Trong trong lịch sử Việt Nam (ở ngôi từ 1613 đến 1635) sau chúa Tiên Nguyễn Hoàng. Trong thời gian ở ngôi chúa, ông đã xây dựng một vương triều độc lập ở Đàng Trong, từng bước ly khai khỏi chính quyền Lê – Trịnh ở Đàng Ngoài. Ông được dân chúng gọi là chúa Sãi, chúa Bụt hay Phật chúa."
125,Nguyễn Phúc Lan,Nguyễn Thần Tông,,Chúa Nguyễn thứ 3,13/08/1601,19/03/1648,13,"Nguyễn Phúc Lan (chữ Hán: 阮福瀾, 13 tháng 8 năm 1601 - 19 tháng 3 năm 1648) hay Nguyễn Thần Tông, Chúa Thượng là vị chúa Nguyễn thứ ba của chính quyền Đàng Trong trong lịch sử Việt Nam, cai trị từ năm 1635 đến năm 1648. Chúa Phúc Lan kế ngôi cha là Nguyễn Phúc Nguyên, tiếp tục xây dựng cơ đồ họ Nguyễn ở Nam Hà và đánh bại hai đợt tấn công của chúa Trịnh năm 1643, 1648."
126,Nguyễn Phúc Tần,Nguyễn Thái Tông,Dũng Quận công,Chúa Nguyễn thứ 4,18/07/1620,30/04/1687,13,"Nguyễn Phúc Tần (chữ Hán: 阮福瀕, 18 tháng 7 năm 1620 - 30 tháng 4 năm 1687), hay Nguyễn Thái Tông, tước hiệu Dũng Quận công (勇郡公), và được người trong lãnh thổ gọi là chúa Hiền (主賢), là vị chúa Nguyễn thứ tư của chính quyền Đàng Trong trong lịch sử Việt Nam. Ông ở ngôi từ năm 1648 đến năm 1687, tổng cộng được 40 năm."
127,Nguyễn Phúc Thái,Nguyễn Phúc Thái,,Chúa Nguyễn thứ 5,1649,1691,13,"Nguyễn Phúc Thái (chữ Hán: 阮福溙, 1649 - 1691), trước bị gọi nhầm thành Nguyễn Phúc Trăn, Chúa Nghĩa là Chúa Nguyễn thứ 5 của chính quyền Đàng Trong trong lịch sử Việt Nam (ở ngôi 1687-1691), nối ngôi Chúa Hiền Nguyễn Phúc Tần."
128,Nguyễn Phúc Chu,Nguyễn Hiển Tông,,Chúa Nguyễn thứ 6,11/06/1675,01/06/1725,13,"Nguyễn Phúc Chu (chữ Hán: 阮福淍, 11 tháng 6 năm 1675 – 1 tháng 6 năm 1725) hay Nguyễn Hiển Tông, là vị chúa Nguyễn thứ sáu của Đàng Trong, vùng đất phía Nam nước Đại Việt thời Lê trung hưng. Ông nối ngôi cha là Nguyễn Phúc Thái và cai trị từ năm từ 1691 đến năm 1725. Trong thời gian cầm quyền, Nguyễn Phúc Chu chăm lo phát triển kinh tế, giáo dục, quân sự, làm quốc gia rất giàu mạnh. Ông cũng mở rộng đáng kể lãnh thổ Đại Việt sau nhiều cuộc chiến với các vương quốc Chiêm Thành và Chân Lạp. Ông còn là một cư sĩ Phật giáo mộ đạo, có nhiều công lao trong việc trùng tu chùa chiền và hỗ trợ truyền bá Phật pháp trong nước."
129,Nguyễn Phúc Chú,Trú hay Thụ Nguyễn Túc Tông,,Chúa Nguyễn thứ 7,1697,1738,13,"Nguyễn Phúc Chú (chữ Hán: 阮福澍, 1697-1738) hay Trú hay Thụ còn được gọi là Nguyễn Túc Tông, Chúa Ninh là vị chúa Nguyễn thứ bảy của chính quyền Đàng Trong trong lịch sử Việt Nam (ở ngôi từ 1725 đến 1738), nối ngôi Chúa Nguyễn Phúc Chu."
130,Nguyễn Phúc Khoát,Chúa Võ,Vũ vương hay Võ vương,Chúa Nguyễn thứ 8,1714,1765,13,"Nguyễn Phúc Khoát (chữ Hán: 阮福濶), hay Nguyễn Thế Tông, húy là Hiểu (chữ Hán: 曉), còn gọi là Chúa Võ, hiệu Vũ vương hay Võ vương (1714–1765) là vị chúa Nguyễn thứ 8 của chính quyền Đàng Trong trong lịch sử Việt Nam, ở ngôi từ năm 1738 đến năm 1765."
131,Nguyễn Phúc Thuần,Nguyễn Duệ Tông,,Chúa Nguyễn thứ 9,1754,1777,13,"Nguyễn Phúc Thuần (1754 - 1777, ở ngôi 1765 - 1777), hay Nguyễn Duệ Tông, Định Vương còn có tên khác là Nguyễn Phúc Hân, là người cai trị thứ 9 của chính quyền Chúa Nguyễn ở Đàng Trong vào thời kì Lê Trung hưng trong lịch sử Việt Nam. Sau cái chết của phụ vương, Nguyễn Phúc Thuần được quyền thần Trương Phúc Loan lập làm Vương khi chỉ mới 12 tuổi, và người này sau đó thâu tóm hết chính quyền ở Nam Hà, và làm nhiều việc khiến triều đình Phú Xuân ngày càng lụn bại, suy yếu.| Từ năm 1771, anh em Nguyễn Văn Nhạc dựng cờ khởi nghĩa ở Tây Sơn, quân Nhà Nguyễn liên tục bị thua trận. Đến năm 1774, Chúa Trịnh ở miền Bắc nhân Nam Hà có loạn, xuất quân nam hạ, Chúa Nguyễn phải bỏ Phú Xuân, chạy về Gia Định. Sau khi quân Trịnh chiếm được Phú Xuân và rút đi, thì Nhà Nguyễn vẫn phải đối phó với quân Tây Sơn thế lực ngày càng phát triển, cộng thêm sự tranh chấp trong nội bộ giữa các tướng Nguyễn, khiến tình hình càng thêm nguy khốn. Cuối năm 1776, Nguyễn Phúc Thuần dưới sức ép của tướng mạnh là Lý Tài, phải nhường ngôi cho cháu là Đông cung Nguyễn Phúc Dương, bản thân tự xưng là Thái Thượng vương, nhưng vẫn còn nắm binh quyền trong tay, ngầm tranh chấp với phe Phúc Dương, hình thành cục diện 2 vương. Nửa cuối năm 1777, quân Tây Sơn truy kích vào nơi ở của các Chúa Nguyễn, hai vương Nhà Nguyễn đều bị bắt và xử tử. Sau đó, một thành viên trong vương tộc là Nguyễn Phúc Ánh được tôn lên ngôi chúa, và lãnh đạo quân Nguyễn chống chọi liên tục với Tây Sơn trong 25 năm tiếp theo, cuối cùng giành được thắng lợi cuối cùng và thống nhất Việt Nam vào năm 1802, mở ra vương triều Nguyễn."
132,Nguyễn Phúc Dương,Nguyễn Phúc Dương,Tân Chính vương,Chúa Nguyễn thứ 10,1759?,1777,13,"Nguyễn Phúc Dương (chữ Hán: 阮福暘; 1759? - 1777), hiệu Tân Chính vương, là nhà cai trị thứ 10 của chính quyền chúa Nguyễn ở Đàng Trong vào thời kỳ Lê trung hưng trong lịch sử Việt Nam.| Nguyễn Phúc Dương là cháu đích tôn của Vũ vương Nguyễn Phúc Khoát, nhưng do vì tuổi còn bé và những mưu toan trong nội bộ hoàng gia, nên ông bị tước đoạt tư cách thừa kế ngôi chúa. Sau khi chúa Nguyễn Phúc Thuần thất thế trước quân đội Tây Sơn và Trịnh năm 1775, Nguyễn Phúc Dương được dựng làm Đông Cung thế tử, tuy nhiên sau đó ông rơi vào trong tay quân Tây Sơn. Nguyễn Nhạc của Tây Sơn muốn dùng ông làm con bài phục vụ cho mục tiêu chính trị của mình, song ông không hợp tác với Nhạc và chạy trốn vào Gia Định.| Cuối năm 1776, được sự ủng hộ của Lý Tài, Nguyễn Phúc Dương xưng Vương ở Gia Định, cùng với Thái Thượng vương Nguyễn Phúc Thuần vừa tranh chấp với nhau, lại vừa phải đối mặt với quân Tây Sơn mạnh mẽ và tàn bạo. Ngày 19 tháng 9 năm 1777, Nguyễn Phúc Dương thua trận và bị Tây Sơn hành quyết. Năm 1802, một thành viên khác trong hoàng tộc là Nguyễn Phúc Ánh khôi phục lại cơ đồ của họ Nguyễn, thì truy tôn đế hiệu cho 9 đời chúa Nguyễn, riêng Phúc Dương chỉ được truy tặng tước Vương, cộng thêm việc thời gian tại vị của ông khá ngắn và tranh chấp với Định vương Nguyễn Phúc Thuần, nên các sử gia thường không xếp ông vào danh sách các đời chúa Nguyễn."
133,Gia Long,Nguyễn Phúc Ánh,Nguyễn Thế Tổ,Hoàng đế đầu tiên,08/02/1762,03/02/1820,14,"Gia Long (chữ Hán: 嘉隆; 8 tháng 2 năm 1762 – 3 tháng 2 năm 1820), tên húy là Nguyễn Phúc Ánh (阮福暎), thường được gọi là Nguyễn Ánh (阮暎), là một nhà chính trị, nhà quân sự người Việt Nam, vị vua sáng lập nhà Nguyễn, triều đại quân chủ cuối cùng trong lịch sử Việt Nam. Ông trị vì từ năm 1802 đến khi qua đời năm 1820, được truy tôn miếu hiệu là Nguyễn Thế Tổ (阮世祖). Trong suốt thời gian trị vì ông chỉ sử dụng một niên hiệu là Gia Long (嘉隆), nên thường được gọi là Gia Long Đế.| Nguyễn Ánh là cháu nội của chúa Nguyễn Phúc Khoát, vị chúa Nguyễn áp chót ở Đàng Trong. Sau khi gia tộc chúa Nguyễn bị quân Tây Sơn lật đổ vào năm 1777, ông trốn chạy và bắt đầu cuộc chiến 25 năm với Tây Sơn để khôi phục ngôi vị. Ban đầu Nguyễn Ánh chịu nhiều thất bại lớn, có lúc phải chạy sang Xiêm La và sống lưu vong ở đây trong ba năm. Để chống Tây Sơn, ông nhiều lần cầu viện nước ngoài, bao gồm việc mời quân Xiêm đánh vào Nam bộ, hứa cắt đất và cống nạp để mời quân Pháp, và chở 50 vạn cân gạo để giúp quân Thanh đang chiếm đóng Bắc bộ| Năm 1787, ông đã trở lại và giữ vững được Nam Bộ. Về sau, lúc Tây Sơn suy yếu sau cái chết đột ngột của vua Quang Trung vào năm 1792, Nguyễn Ánh bắt đầu tiến đánh nhà Tây Sơn và đến năm 1802 thì đánh bại Tây Sơn, lên ngôi hoàng đế, lập ra nhà Nguyễn, thống nhất đất nước và kết thúc nhiều thế kỷ nội chiến ở Việt Nam. Triều đại của Gia Long đã chính thức sử dụng quốc hiệu Việt Nam. Ông cũng quyết định đóng kinh đô tại thủ phủ cũ của các Chúa Nguyễn là Phú Xuân (Huế). Lãnh thổ nước Việt thời Gia Long về cơ bản được định hình giống như ngày nay, kéo dài từ biên giới với Trung Quốc tới vịnh Thái Lan, bao gồm cả quần đảo Hoàng Sa và Trường Sa, tuy nhiên ông đã công nhận vùng đất Trấn Ninh - vốn được nhà Hậu Lê tuyên bố chủ quyền trong hơn 300 năm, thuộc về vương quốc Vạn Tượng để đền đáp sự ủng hộ của họ trong cuộc chiến với nhà Tây Sơn.| Về đối ngoại, ông là người mở đường cho sự can thiệp của người Pháp ở Việt Nam qua việc mời người Pháp giúp xây dựng các thành trì lớn, huấn luyện quân đội và khoan thứ cho việc truyền đạo Công giáo tại Việt Nam. Về mặt đối nội, nước Việt thời Gia Long không được ổn định, do Gia Long tăng thuế khóa và lao dịch quá nặng nên bị người dân bất bình, chỉ trong 18 năm đã có khoảng 90 cuộc khởi nghĩa nổ ra trên cả nước. Gia Long cũng xóa bỏ các cải cách tiến bộ của triều Tây Sơn để thay bằng việc áp dụng các chính sách cai trị phong kiến khá bảo thủ, tiêu biểu là việc cấm thương nhân người Việt buôn bán với ngoại quốc, soạn Hoàng triều luật lệ hay còn gọi là ""luật Gia Long"", gần như chép nguyên mẫu từ luật của nhà Thanh (Trung Quốc) nên khá khắc nghiệt và không được tiến bộ như bộ luật Hồng Đức của nhà Hậu Lê. Các chính sách bảo thủ là nguyên nhân khiến nước Việt thời nhà Nguyễn dần trở nên trì trệ, lạc hậu, không thích ứng kịp với thời đại mới và bị đế quốc Pháp xâm chiếm vào nửa thế kỷ sau."
